_id,Gemeente,CBS gemeentecode,Nummer stembureau,Naam stembureau,Gebruikersdoel het gebouw,Website locatie,Wijknaam,CBS wijknummer,Buurtnaam,CBS buurtnummer,BAG referentienummer,Straatnaam,Huisnummer,Huisnummertoevoeging,Postcode,Plaats,Extra adresaanduiding,X,Y,Longitude,Latitude,Districtcode,Openingstijden,Mindervaliden toegankelijk,Invalidenparkeerplaatsen,Akoestiek,Mindervalide toilet aanwezig,Kieskring ID,Hoofdstembureau,Contactgegevens,Beschikbaarheid,ID,UUID
6697,Ommen,GM0175,,Gemeentehuis,kantoorfunctie,,Ommen,WK017501,Kern Ommen - Laarakkers,BU01750103,0175200000003447,Chevalleraustraat,2,,7731EE,Ommen,,,,6.423676548,52.525637384,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ommen,Ommen,,,NLODSGM0175stembureaus20180321002,20155976a06d445d9a4f8eed084cb90f
6698,Ommen,GM0175,,Het Baken,bijeenkomstfunctie,,Ommen,WK017501,Kern Ommen - Zeeheldenbuurt - Lodderholt,BU01750117,0175200000002199,Trompstraat,2,,7731CK,Ommen,,,,6.42872859,52.520115269,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ommen,Ommen,,,NLODSGM0175stembureaus20180321002,46eb7f0cc86146368f3fa3907e412c98
6699,Ommen,GM0175,,Kerkelijk Centrum De Kern,bijeenkomstfunctie,,Ommen,WK017501,Kern Ommen - Centrum,BU01750101,0175200000002813,Bouwstraat,23,,7731CP,Ommen,,,,6.424314059,52.520062099,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ommen,Ommen,,,NLODSGM0175stembureaus20180321002,b8109e0c24cf49f8bf1bfa1836f18698
6700,Ommen,GM0175,,Restaurant De Nieuwe Brug,woonfunctie,,Ommen,WK017501,Buurtschap Besthmen,BU01750108,0175200000000238,Lemelerweg,13,,7731PR,Ommen,,,,6.424194474,52.489246375,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ommen,Ommen,,,NLODSGM0175stembureaus20180321002,36af34fbd9ea442eaca0890aac0e3ae7
6701,Ommen,GM0175,,Hervormd Centrum,bijeenkomstfunctie,,Ommen,WK017501,Kern Ommen - Centrum,BU01750101,0175200000003840,Prinses Julianastraat,8,,7731GH,Ommen,,,,6.42617492,52.518959493,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ommen,Ommen,,,NLODSGM0175stembureaus20180321002,64c26a883ebe4261a360aac310a00e03
6702,Ommen,GM0175,,Sportzaal De Slaghen,bijeenkomstfunctie,,Ommen,WK017501,Kern Ommen - Alteveer Voorzieningen,BU01750123,0175200000004747,Slagenweg,3,,7731TJ,Ommen,,,,6.435259489,52.529634142,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ommen,Ommen,,,NLODSGM0175stembureaus20180321002,40885675d96649598606d655a81acbc7
6703,Ommen,GM0175,,Restaurant De Wildzang,woonfunctie,,Ommen,WK017501,Kern Ommen - Zuid - ten noorden v spoor,BU01750113,0175200000000979,Stationsweg,31,,7731AX,Ommen,,,,6.418208812,52.510366363,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ommen,Ommen,,,NLODSGM0175stembureaus20180321002,be5e59cb707943a4b9ec2faf48943c9a
6704,Ommen,GM0175,,Cultureel Centrum Carrousel,,,Ommen,WK017501,Kern Ommen - Laarakkers,BU01750103,,Van Reeuwijkstraat,8,,,Ommen,,,,6.419498866,52.525816181,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ommen,Ommen,,,NLODSGM0175stembureaus20180321002,7f890c7cb7b14799b48af7d29f0ad407
6705,Ommen,GM0175,,LARCOM,kantoorfunctie,,Ommen,WK017501,Kern Ommen - Alteveer Bedrijven,BU01750122,0175200000004746,Vermeerstraat,1,,7731SM,Ommen,,,,6.424750731,52.531107344,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ommen,Ommen,,,NLODSGM0175stembureaus20180321002,9f5eafd41b8541c1bf9a746e1aa2e10c
6706,Ommen,GM0175,,Mobiel stembureau buurthuis Ommerkanaal,bijeenkomstfunctie,,Ommen,WK017501,Buurtschap Ommerbos-Ommerkanaal,BU01750110,0175200000007965,Ommerkanaal West,22,,7731XR,Ommen,,,,6.4296974,52.562627525,,2018-03-21T16:00:00 tot 2018-03-21T18:00:00,N,,,,Ommen,Ommen,,,NLODSGM0175stembureaus20180321002,9fbfabecc94f41f492173b2fb7dd5768
6707,Ommen,GM0175,,Restaurant De Bootsman,"woonfunctie, bijeenkomstfunctie",,Stegeren,WK017508,Buurtschap Stegerveld,BU01750802,0175200000006377,Coevorderweg,19,,7737PE,Stegeren,,,,6.482596556,52.542103334,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ommen,Ommen,,,NLODSGM0175stembureaus20180321002,df39e21624134a6980da77b17a67c40f
6708,Ommen,GM0175,,Mobiel stembureau Parochiehuis 'Het Gebouw',"woonfunctie, industriefunctie",,Vilsteren,WK017509,Kern Vilsteren,BU01750901,0175200000001348,Vilsterse Allee,2,,7734PB,Vilsteren,,,,6.353584556,52.510290039,,2018-03-21T19:00:00 tot 2018-03-21T21:00:00,N,,,,Ommen,Ommen,,,NLODSGM0175stembureaus20180321002,e8250f0621224ffeaca1544c2444fd69
6709,Ommen,GM0175,,Verenigingsgebouw Irene,bijeenkomstfunctie,,Witharen,WK017511,Kern Witharen,BU01751101,0175200000009416,Balkerweg,56,,7738PB,Witharen,,,,6.394850405,52.561564217,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ommen,Ommen,,,NLODSGM0175stembureaus20180321002,72f5da748e0546568fcd38ce82f2905b
6710,Oosterhout,GM0826,,Dorpshuis Den Brink,bijeenkomstfunctie,,Wijk 11 Den Hout,WK082611,Den Hout,BU08261100,0826200000009382,Houtse Heuvel,24,a,4911AW,Den Hout,,,,4.812645943,51.659574702,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oosterhout,Oosterhout,,,NLODSGM0826stembureaus20180321002,c2e21beb720c464bb80090862e5a9788
6711,Oosterhout,GM0826,,De Klip,bijeenkomstfunctie,,Wijk 13 Dorst,WK082613,Dorst,BU08261300,0826200000020119,Sint Franciscusstraat,8,,4849CG,Dorst,,,,4.856205024,51.590728633,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oosterhout,Oosterhout,,,NLODSGM0826stembureaus20180321002,4e1e61deca0a471f83e59bd3c4d55d48
6712,Oosterhout,GM0826,,Gemeenschapshuis Oostquartier,bijeenkomstfunctie,,Wijk 12 Oosteind,WK082612,Oosteind,BU08261200,0826200000017957,Provincialeweg,96,,4909AL,Oosteind,,,,4.90230627,51.646102381,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oosterhout,Oosterhout,,,NLODSGM0826stembureaus20180321002,44f4880ea50a4e14a54d4c9761b46f61
6713,Oosterhout,GM0826,,Stichting BOCK,bijeenkomstfunctie,,Wijk 05 Oosterheide,WK082605,Paterserf,BU08260505,0826200000016600,Paterserf,10,,4904AR,Oosterhout,,,,4.85638465980825,51.6301367167777,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oosterhout,Oosterhout,,,NLODSGM0826stembureaus20180321002,88e23bfa10044ec9a7c7ca7f5ffe0845
6714,Oosterhout,GM0826,,Delta-Onderwijs,onderwijsfunctie,,Wijk 01 Slotjes,WK082601,Slotjes-West,BU08260102,0826200000018464,Ridderstraat,34,,4902AB,Oosterhout,,,,4.852488618,51.640828136,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oosterhout,Oosterhout,,,NLODSGM0826stembureaus20180321002,a81489725e6341edba4f902614e73368
6715,Oosterhout,GM0826,,OBS De Duizendpoot,onderwijsfunctie,,Wijk 06 Dommelbergen,WK082606,Staatsliedenbuurt,BU08260607,0826200000026339,Willem Dreeslaan,1,,4908CA,Oosterhout,,,,4.864215167,51.664215834,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oosterhout,Oosterhout,,,NLODSGM0826stembureaus20180321002,9ab9c18b6996454bb2045ade6a8f20c6
6716,Oosterhout,GM0826,,Montessorischool Oosterhout,onderwijsfunctie,,Wijk 06 Dommelbergen,WK082606,Beemdenbuurt,BU08260604,0826200000022503,Trekbeemd,34,,4907DP,Oosterhout,,,,4.859239401,51.661472976,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oosterhout,Oosterhout,,,NLODSGM0826stembureaus20180321002,1e57903af2f34c15a93138f08a9c2d79
6717,Oosterhout,GM0826,,"Nevenvestiging OBS ""Rubenshof""",onderwijsfunctie,,Wijk 06 Dommelbergen,WK082606,Kruidenbuurt,BU08260600,0826200000012230,Kruidenlaan,32,,4907AB,Oosterhout,,,,4.87550137,51.654518745,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oosterhout,Oosterhout,,,NLODSGM0826stembureaus20180321002,2be58a48dc01472fa4fc90503d2f38f0
6718,Oosterhout,GM0826,,OBS Sterrendonk,onderwijsfunctie,,Wijk 06 Dommelbergen,WK082606,Sterrenbuurt,BU08260601,0826200000021401,Sterrenlaan,25,,4907GH,Oosterhout,,,,4.865940154,51.655902186,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oosterhout,Oosterhout,,,NLODSGM0826stembureaus20180321002,1fa336700b0e4b15bd8efb8dcb09ddab
6719,Oosterhout,GM0826,,OBS Rubenshof,onderwijsfunctie,,Wijk 06 Dommelbergen,WK082606,Schildersbuurt,BU08260605,0826200000018947,Rubenshof,8,,4907MX,Oosterhout,,,,4.876333532,51.658676415,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oosterhout,Oosterhout,,,NLODSGM0826stembureaus20180321002,7d65e6c5d03f40a2b21a555347b8c7c1
6720,Oosterhout,GM0826,,KBS De Beiaard,bijeenkomstfunctie,,Wijk 05 Oosterheide,WK082605,De Warande,BU08260504,0826200000012102,Krijtenberg,3,,4904PW,Oosterhout,,,,4.844671241,51.625227024,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oosterhout,Oosterhout,,,NLODSGM0826stembureaus20180321002,b2a33388b48e43f2b7b0195a9b61264e
6721,Oosterhout,GM0826,,Speelgoedmuseum- & Carnavalsmuseum Op Stelten,onderwijsfunctie,,Wijk 00 Oosterhout-Centrum,WK082600,Centrum,BU08260000,0826200000026746,Zandheuvel,51,,4901HT,Oosterhout,,,,4.86776399,51.64218562,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oosterhout,Oosterhout,,,NLODSGM0826stembureaus20180321002,c5b8b311df4f46a7b133fd65c524a837
6722,Oosterhout,GM0826,,Theater de Bussel,bijeenkomstfunctie,,Wijk 00 Oosterhout-Centrum,WK082600,Centrum,BU08260000,0826200000030296,Torenstraat,10,,4901EJ,Oosterhout,,,,4.860869648,51.646002373,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oosterhout,Oosterhout,,,NLODSGM0826stembureaus20180321002,6058fb6955a547ca992f535d77b0fd31
6723,Oosterhout,GM0826,,KBS De Meander,onderwijsfunctie,,Wijk 07 Vrachelen,WK082607,Vrachelen-Noord,BU08260701,0826200000006789,Frits van Egtersstraat,1,,4906HB,Oosterhout,,,,4.835693352,51.652071947,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oosterhout,Oosterhout,,,NLODSGM0826stembureaus20180321002,b07c50192b4f4fc28eb844a0e32a1b73
6724,Oosterhout,GM0826,,OBS De Pionier,onderwijsfunctie,,Wijk 07 Vrachelen,WK082607,Vrachelen-Zuidoost,BU08260700,0826200000026809,Zeislaan,3,,4904VC,Oosterhout,,,,4.836108466,51.643769658,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oosterhout,Oosterhout,,,NLODSGM0826stembureaus20180321002,84943fa7268f47e8965735ddc11ae593
6725,Oosterhout,GM0826,,Zorgcentrum De Doelen,gezondheidszorgfunctie,,Wijk 00 Oosterhout-Centrum,WK082600,Centrum,BU08260000,0826200000029984,Keiweg,52,,4901JA,Oosterhout,,,,4.860985172,51.641789405,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oosterhout,Oosterhout,,,NLODSGM0826stembureaus20180321002,21751a26c13f4cea8960753f6f3289ca
6726,Oosterhout,GM0826,,Loevensteinlaan thv Dr. Poelsstraat,woonfunctie,,Wijk 01 Slotjes,WK082601,Slotjes-Midden,BU08260101,0826200000013436,Loevensteinlaan,55,e,4902WN,Oosterhout,,,,4.86810395116349,51.6326113045281,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oosterhout,Oosterhout,,,NLODSGM0826stembureaus20180321002,8db7345d4ed044328a0a498af04018f8
6727,Oosterhout,GM0826,,Praktijkschool De Zwaaikom,onderwijsfunctie,,Wijk 02 West,WK082602,Oud-West,BU08260200,0826200000015368,Nassaustraat,10,,4902NA,Oosterhout,,,,4.845877722,51.642638292,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oosterhout,Oosterhout,,,NLODSGM0826stembureaus20180321002,85ba2f6c9fe14294b23b6a8de3882f2e
6728,Oosterhout,GM0826,,Activiteitencentrum De Bunthoef,bijeenkomstfunctie,,Wijk 05 Oosterheide,WK082605,Bloemenbuurt,BU08260500,0826200000002252,Bloemenhof,2,,4904CA,Oosterhout,,,,4.858722296,51.628433769,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oosterhout,Oosterhout,,,NLODSGM0826stembureaus20180321002,bdee4e7938784f0d91fa60584b44ef29
6729,Oosterhout,GM0826,,Zorgcentrum Oosterheem,gezondheidszorgfunctie,,Wijk 00 Oosterhout-Centrum,WK082600,Centrum,BU08260000,0826200000030110,Aletta Jacobspad,1,,4901MN,Oosterhout,,,,4.867333069,51.646419324,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oosterhout,Oosterhout,,,NLODSGM0826stembureaus20180321002,5eee6b525fee4854a6da15a0e379708a
6730,Oosterhout,GM0826,,Stadhuis,kantoorfunctie,,Wijk 01 Slotjes,WK082601,Slotjes-Midden,BU08260101,0826200000020741,Slotjesveld,1,,4902ZP,Oosterhout,,,,4.861739706,51.639055924,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oosterhout,Oosterhout,,,NLODSGM0826stembureaus20180321002,43612366ed6047e997cbe7d903e59667
6731,Oosterhout,GM0826,,Activiteitencentrum Dommelbergen,bijeenkomstfunctie,,Wijk 06 Dommelbergen,WK082606,Donkenbuurt,BU08260602,0826200000001182,Arkendonk,90,,4907XP,Oosterhout,,,,4.864446023,51.658518209,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oosterhout,Oosterhout,,,NLODSGM0826stembureaus20180321002,8f79ed26566d4b9a9075d05a85457cfa
6732,Oosterhout,GM0826,,KBS Paolo Freire,onderwijsfunctie,,Wijk 03 Strijen,WK082603,Vogelbuurt,BU08260300,0826200000021017,Sperwerstraat,51,,4901AW,Oosterhout,,,,4.859137797,51.649534132,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oosterhout,Oosterhout,,,NLODSGM0826stembureaus20180321002,0a3b668a4dcf4612bc357bf741ca442b
6733,Oost Gelre,GM1586,,RK Ludgerusschool,onderwijsfunctie,,Wijk 06 Groenlo,WK158606,Zwolle,BU15860614,1586200000052302,Meddoseweg,21,,7142HA,Groenlo,,,,6.653557305,52.030622318,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oost Gelre,Oost Gelre,,,NLODSGM1586stembureaus20180321002,006b16b7ff6e4be99a17501ededa4d1a
6734,Oost Gelre,GM1586,,O.B.S. 't Palet,onderwijsfunctie,,Wijk 06 Groenlo,WK158606,Noord-West,BU15860603,1586200000051063,Nolensstraat,14,,7141VG,Groenlo,,,,6.60688762,52.046635934,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oost Gelre,Oost Gelre,,,NLODSGM1586stembureaus20180321002,f8ac705f44a147b59c0f4368aa376aba
6735,Oost Gelre,GM1586,,Willibrordusschool,onderwijsfunctie,,Wijk 06 Groenlo,WK158606,Noord-West,BU15860603,1586200000043940,Karel Doormanstraat,66,,7141WH,Groenlo,,,,6.600607346,52.044332213,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oost Gelre,Oost Gelre,,,NLODSGM1586stembureaus20180321002,8a59f040047541538fbae59ba69478fc
6736,Oost Gelre,GM1586,,Zorgcentrum De Molenberg,"bijeenkomstfunctie, gezondheidszorgfunctie",,Wijk 06 Groenlo,WK158606,Binnenstad Groenlo,BU15860601,1586200000042358,Ziekenhuisstraat,7,,7141AN,Groenlo,,,,6.613689011,52.041518009,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oost Gelre,Oost Gelre,,,NLODSGM1586stembureaus20180321002,9e8c04b69c0f43cdb045546f26158361
6737,Oost Gelre,GM1586,,Stadhuis,kantoorfunctie,,Wijk 06 Groenlo,WK158606,Binnenstad Groenlo,BU15860601,1586200000043986,Kevelderstraat,1,,7141BE,Groenlo,,,,6.617113028,52.04223049,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oost Gelre,Oost Gelre,,,NLODSGM1586stembureaus20180321002,aa1995d4ecbc4ac89ea0e9e7772a7a09
6738,Oost Gelre,GM1586,,Gezondheidscentrum Den Papendiek,gezondheidszorgfunctie,,Wijk 06 Groenlo,WK158606,Papendijk,BU15860605,1586200000048787,Buitenschans,28,,7141EL,Groenlo,,,,6.61008712895251,52.0393032491048,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oost Gelre,Oost Gelre,,,NLODSGM1586stembureaus20180321002,49ba63c1be844148b70677371f195391
6739,Oost Gelre,GM1586,,Dorpshuis 't Kempken,"bijeenkomstfunctie, sportfunctie",,Wijk 02 Harreveld,WK158602,Bebouwde kom Harreveld,BU15860201,1586200000043661,Ursulastraat,2,,7135JD,Harreveld,,,,6.519147415,51.978704828,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oost Gelre,Oost Gelre,,,NLODSGM1586stembureaus20180321002,09a4ca87733347e5add0f3299133bb09
6740,Oost Gelre,GM1586,,De Schoppe,,,Wijk 01 Lichtenvoorde,WK158601,Hooiland,BU15860104,,Joh.Vermeerstr.,50,,,Lichtenvoorde,,,,6.574728961,51.99168953,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oost Gelre,Oost Gelre,,,NLODSGM1586stembureaus20180321002,9f73dce1740a49dfa64aab09ccbaff1c
6741,Oost Gelre,GM1586,,Clubgebouw de Swite,bijeenkomstfunctie,,Wijk 01 Lichtenvoorde,WK158601,Broek,BU15860108,1586200000046256,Hendrik Leemreizestraat,2,,7131ZT,Lichtenvoorde,,,,6.562515663,51.984014601,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oost Gelre,Oost Gelre,,,NLODSGM1586stembureaus20180321002,7de1498222a9436ba8f10ff94799c3be
6742,Oost Gelre,GM1586,,Den Diek,bijeenkomstfunctie,,Wijk 01 Lichtenvoorde,WK158601,Centrum,BU15860105,1586200000051355,Dijkstraat,30,,7131DP,Lichtenvoorde,,,,6.572390534,51.987164405,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oost Gelre,Oost Gelre,,,NLODSGM1586stembureaus20180321002,000e9503f21846fb8ce96e500b2d3900
6743,Oost Gelre,GM1586,,Gemeentehuis,kantoorfunctie,,Wijk 01 Lichtenvoorde,WK158601,Broek,BU15860108,1586200000041549,Varsseveldseweg,2,,7131BJ,Lichtenvoorde,,,,6.562966836,51.988093192,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oost Gelre,Oost Gelre,,,NLODSGM1586stembureaus20180321002,918de56a010144b1b18018ef24dd413b
6744,Oost Gelre,GM1586,,St. Jozefschool,,,Wijk 01 Lichtenvoorde,WK158601,'t Zand,BU15860101,,Schatbergstr.,81,,,Lichtenvoorde,,,,6.553427324,51.985296728,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oost Gelre,Oost Gelre,,,NLODSGM1586stembureaus20180321002,7e946d9839b94c5482d410a5ecb03036
6745,Oost Gelre,GM1586,,Antoniushove,"bijeenkomstfunctie, kantoorfunctie",,Wijk 01 Lichtenvoorde,WK158601,Centrum,BU15860105,1586200000051170,Rapenburgsestraat,33,,7131CW,Lichtenvoorde,,,,6.563889147,51.98763037,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oost Gelre,Oost Gelre,,,NLODSGM1586stembureaus20180321002,ea5a35c5317f4d7d8b6bf0b29f534f8f
6746,Oost Gelre,GM1586,,St. Jorisschool,onderwijsfunctie,,Wijk 01 Lichtenvoorde,WK158601,Flierbeek,BU15860111,1586200000042535,Waterhoen,1,,7132DK,Lichtenvoorde,,,,6.553004766,51.980280214,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oost Gelre,Oost Gelre,,,NLODSGM1586stembureaus20180321002,3c0d27ec30504831a2a9c9d18bfda827
6747,Oost Gelre,GM1586,,Bernard Vos Clubhuus,bijeenkomstfunctie,,Wijk 04 Lievelde,WK158604,Bebouwde kom Lievelde,BU15860401,1586200000049606,Bergstraat,5,,7137MD,Lievelde,,,,6.596450159,52.010854932,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oost Gelre,Oost Gelre,,,NLODSGM1586stembureaus20180321002,0cc30158ac0d46bca628946fc4318655
6748,Oost Gelre,GM1586,,St. Theresiaschool,,,Wijk 07 Marienvelde,WK158607,Bebowde kom Marienvelde,BU15860701,,Waalderweg,20,,,Mariënvelde,,,,6.472299223,52.012725412,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oost Gelre,Oost Gelre,,,NLODSGM1586stembureaus20180321002,f747ab66088a4006ad8839e5e513abfc
6749,Oost Gelre,GM1586,,Lok. Sportcomplex De Bult,sportfunctie,,Wijk 05 Vragender,WK158605,Bebouwde kom Vragender,BU15860501,1586200000052993,Kapelweg,17,,7134NJ,Vragender,,,,6.608768299,51.988333473,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oost Gelre,Oost Gelre,,,NLODSGM1586stembureaus20180321002,3afd3ecd8d6745c28c2122ea6f07f0c2
6750,Oost Gelre,GM1586,,Parochiehuis,bijeenkomstfunctie,,Wijk 03 Zieuwewnt,WK158603,Bebouwde kom Zieuwent,BU15860301,1586200000051891,Dorpsstraat,34,,7136LM,Zieuwent,,,,6.519795511,52.004817162,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Oost Gelre,Oost Gelre,,,NLODSGM1586stembureaus20180321002,cd3c075be8c646d2b48ab3b7079db293
6751,Ooststellingwerf,GM0085,,CBS De Mandebrink,onderwijsfunctie,,Wijk 05 Appelscha,WK008505,Appelscha,BU00850500,0085200000056932,Steegde,29,,8426BZ,Appelscha,,,,6.346005769,52.956384146,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ooststellingwerf,Ooststellingwerf,,,NLODSGM0085stembureaus20180321002,3648ddf6190e436ab50f2f5465931047
6752,Ooststellingwerf,GM0085,,De Appelhof,bijeenkomstfunctie,,Wijk 05 Appelscha,WK008505,Appelscha,BU00850500,0085200000056730,Riemsoord,42,,8426EC,Appelscha,,,,6.357524422,52.952332236,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ooststellingwerf,Ooststellingwerf,,,NLODSGM0085stembureaus20180321002,9492c1b132f94aa88ab27acc04b82fa8
6753,Ooststellingwerf,GM0085,,De Schutse,bijeenkomstfunctie,,Wijk 05 Appelscha,WK008505,Appelscha,BU00850500,0085200000057296,Vaart Zz,74,,8426AG,Appelscha,,,,6.358285433,52.953301529,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ooststellingwerf,Ooststellingwerf,,,NLODSGM0085stembureaus20180321002,69110085c1aa460a8ebe2a2f1201893c
6754,Ooststellingwerf,GM0085,,Pro Rege,bijeenkomstfunctie,,Wijk 01 Donkerbroek,WK008501,Donkerbroek,BU00850100,0085200000057819,Herenweg,72,,8435WV,Donkerbroek,,,,6.243989453,53.018357672,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ooststellingwerf,Ooststellingwerf,,,NLODSGM0085stembureaus20180321002,c334784cdb0a4b9c88fb5e6234659c92
6755,Ooststellingwerf,GM0085,,t Anker,"woonfunctie, bijeenkomstfunctie",,Wijk 02 Makkinga,WK008502,Elsloo,BU00850201,0085200000058457,Hoofdweg,29,,8424PJ,Elsloo,,,,6.239825789,52.940269168,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ooststellingwerf,Ooststellingwerf,,,NLODSGM0085stembureaus20180321002,07ab5147b74245448327430eef08ef06
6756,Ooststellingwerf,GM0085,,Dorpshuis Et Legien,woonfunctie,,Wijk 05 Appelscha,WK008505,Fochteloo,BU00850502,0085200000058759,Zuideinde,26,A,8428HE,Fochteloo,,,,6.337182411,52.986424841,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ooststellingwerf,Ooststellingwerf,,,NLODSGM0085stembureaus20180321002,2c024ad0cb8b4821b0cc245c0b8cb6ea
6757,Ooststellingwerf,GM0085,,Dorpshuis De Mande,bijeenkomstfunctie,,Wijk 01 Donkerbroek,WK008501,Haule,BU00850101,0085200000058904,Dorpsstraat,57,,8432PL,Haule,,,,6.30641135,53.036831861,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ooststellingwerf,Ooststellingwerf,,,NLODSGM0085stembureaus20180321002,983173e0fa234887b36c05e57a126ac1
6758,Ooststellingwerf,GM0085,,Dorpshuis De Enter,bijeenkomstfunctie,,Wijk 04 Haulerwijk,WK008504,Haulerwijk,BU00850400,0085200000059573,Leeksterweg,23,,8433KV,Haulerwijk,,,,6.331102057,53.067054834,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ooststellingwerf,Ooststellingwerf,,,NLODSGM0085stembureaus20180321002,5639c387bb0f455bbf09cfd79688159d
6759,Ooststellingwerf,GM0085,,Sinnehiem,gezondheidszorgfunctie,,Wijk 04 Haulerwijk,WK008504,Haulerwijk,BU00850400,0085200000791499,Sinnehiem,1,,8433JP,Haulerwijk,,,,6.334725946,53.063049085,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ooststellingwerf,Ooststellingwerf,,,NLODSGM0085stembureaus20180321002,95c08ff812e54d97926463a64099db33
6760,Ooststellingwerf,GM0085,,Oons Dorpshuus,bijeenkomstfunctie,,Wijk 02 Makkinga,WK008502,Langedijke,BU00850202,0085200000060437,De Weidedijk,2,,8425SV,Langedijke,,,,6.289350183,52.964815445,,2018-03-21T07:30:00 tot 2018-03-21T21:00:00,Y,,,,Ooststellingwerf,Ooststellingwerf,,,NLODSGM0085stembureaus20180321002,a1e3e9232cb84fea804a5c8c7df58276
